Publication_date,Source,Scraped_category,Title,Summary,Article_Url
2024-08-28,BBC,features,Beetlejuice Beetlejuice 'surpasses the original',"Arriving 36 years on, this follow-up to Tim Burton's classic supernatural comedy is a gleefully zany farce packed with knock-out punchlines and great practical effects.",https://www.bbc.com/culture/article/20240828-beetlejuice-beetlejuice-review
2024-08-28,BBC,news,Beetlejuice stars launch sequel in Venice,Catherine O'Hara and Jenna Ortega arrive in Venice as the sequel kicks off the city's film festival.,https://www.bbc.com/news/articles/cje211ll9l9o
2024-08-27,BBC,features,The US blockbuster that pioneered a Muslim hero,"The 13th Warrior starring Antonio Banderas was a big flop upon its release in 1999. But now, it's been rehabilitated   among Muslim fans in particular.",https://www.bbc.com/culture/article/20240822-the-13th-warrior-the-hollywood-blockbuster-that-pioneered-a-muslim-hero
2024-08-26,BBC,news,Matthew Perry's death reveals Hollywood's ketamine 'wild west',"Doctors say ketamine has become ""super easy"" to get through a network of online clinics that exploit government loopholes.",https://www.bbc.com/news/articles/czrgp7pj4g2o
2024-08-25,BBC,news,Allsopp felt 'sick' after social services referral,The broadcaster was contacted after revealing she let her 15-year-old son go inter-railing around Europe.,https://www.bbc.com/news/articles/c75n1y7gqz5o
2024-08-25,BBC,news,Blake Lively's PR woes and how we talk about victims,"Aggrieved viewers say the Hollywood star has promoted It Ends With Us like ""it's the sequel to Barbie"".",https://www.bbc.com/news/articles/c2dgexyxneko
2024-08-23,BBC,news,Jenas 'speaking to lawyers' after BBC sacking,The Match of the Day and One Show star was fired over allegations of sending unsolicited messages.,https://www.bbc.com/news/articles/cvgdjx3pn0no
2024-08-23,BBC,news,Carol Vorderman says TV industry is 'a mess',The former Countdown presenter delivered a speech at the Edinburgh TV Festival on Friday.,https://www.bbc.com/news/articles/cwy58kgl74zo
2024-08-23,BBC,news,How Ed Jackson went from spinal injury to mountain climbing,A new documentary follows the former rugby player after he broke his neck in a swimming accident in 2017.,https://www.bbc.com/news/articles/clyw8d40k7lo
2024-08-22,BBC,news,BBC sacks presenter Jermaine Jenas after complaints,"The ex-footballer says there are ""two sides to every story"" after he is taken off air by the BBC.",https://www.bbc.com/news/articles/cy76pdz5152o
2024-08-22,BBC,news,Transmitter problems lead to local TV woes,A technical fault with Freeview transmitters in the Kendal area has been affecting services.,https://www.bbc.com/news/articles/c78ln9j8v5do
2024-08-22,BBC,news,Film studio pulls Megalopolis trailer over fake quotes,The trailer for Francis Ford Coppola's fantasy epic included fabricated quotes about the filmmaker.,https://www.bbc.com/news/articles/cwywdppv9n3o
2024-08-22,BBC,news,The Traitors: First UK celebrity series announced,"A fourth series for members of the public has been commissioned, with a third already filmed.",https://www.bbc.com/news/articles/c70j84rvg91o
2024-08-22,BBC,clip news,Star looks back at Welsh rugby film Grand Slam,"Watch Grand Slam's Dewi Morris reflect on the film, 40 years after its release.",https://www.bbc.com/news/videos/cr7r0rx7j92o
2024-08-22,BBC,features,How Emily in Paris is tackling sexual harassment,"The new season of the fluffy Netflix show introduces the theme of sexual misconduct in the fashion world   how does the series handle the subject, and does it reflect reality?",https://www.bbc.com/culture/article/20240821-how-emily-in-paris-tackles-sexual-harassment-in-fashion
2024-08-22,BBC,news,Gripping drama and impactful docs dominate BBC NI's autumn,BBC Northern Ireland announces its upcoming season of new commissions.,https://www.bbc.com/news/articles/cjw36y744jdo
2024-08-22,BBC,news,"Punk, pop and pioneers: New film looks at Scotland's female bands",Since Yesterday will receive its world premiere as the closing gala at the Edinburgh International Film Festival.,https://www.bbc.com/news/articles/c75nrrev9gxo
2024-08-22,BBC,news,Cate Blanchett to return to stage after six years,"The actress will star in Chekhov's The Seagull, which will also feature Strike actor Tom Burke.",https://www.bbc.com/news/articles/cqxj2581v4wo
2024-08-21,BBC,news,Writer calls for more working-class people in UK TV,He says class should be considered as a diversity metric as much as other forms of representation.,https://www.bbc.com/news/articles/cy8xjvzx5zno
2024-08-21,BBC,features,Blink Twice review: 'Stylish and savage',"Zoe Kravitz's directorial debut is full of ""smart ideas, contentious themes, cool images and striking sequences""   but does it work as a compelling thriller?",https://www.bbc.com/culture/article/20240821-blink-twice-review-stylish-and-savage-enough-to-gain-a-cult-following
2024-08-21,BBC,news,It Ends With Us star says female cast 'vilified',"Brandon Sklenar, who stars alongside Blake Lively, says the film's reception has been ""disheartening"".",https://www.bbc.com/news/articles/c0rw7vjn9dzo
2024-08-20,BBC,news,Mr Bates vs the Post Office and Baby Reindeer nominated for NTAs,The winners will be announced at a ceremony at London's O2 Arena on 11 September.,https://www.bbc.com/news/articles/c3w64058qnyo
2024-08-20,BBC,features,11 of the best films to watch in September,"Michael Keaton and Winona Ryder return to an 80s classic, and Brad Pitt and George Clooney pair up again in a comedy thriller.",https://www.bbc.com/culture/article/20240819-beetlejuice-beetlejuice-to-wolfs-11-of-the-best-films-to-watch-in-september
2024-08-20,BBC,news,Indie film festival enjoys record-breaking year,"More than 2,000 movie fans gather to watch some of the country's best new independent films.",https://www.bbc.com/news/articles/cqjlqqpn2kyo
2024-08-20,BBC,news,Ayling-Ellis 'excited' to make history as TV host,The former Strictly winner will become the first deaf person to host live sports coverage on TV.,https://www.bbc.com/news/articles/crlr0jzekx0o
2024-08-19,BBC,news,Talk show host Phil Donahue dies aged 88,"Across a career spanning several decades, Donahue was considered the ""king of daytime talk"".",https://www.bbc.com/news/articles/c33n51rlgy4o
2024-08-19,BBC,news,Michaela Coel reveals first TV show for four years,The 36-year-old will follow up her award-winning drama I May Destroy You with First Day On Earth.,https://www.bbc.com/news/entertainment-arts-69280883
2024-08-19,BBC,news,"Ofcom rejects 3,600 Love Island complaints","The TV watchdog decides not to investigate the complaints, which it says involved bullying and racism.",https://www.bbc.com/news/articles/cgq279gg1qyo
2024-08-18,BBC,news,French film giant Alain Delon dies aged 88,"Brigitte Bardot says Delon's death has left a ""huge void that nothing and no-one will be able to fill"".",https://www.bbc.com/news/articles/cm2n6y4g700o
2024-08-18,BBC,news,Star 'devastated' to miss scenes with Anthony Hopkins,"Iwan Rheon was ""kind of joking, but wasn't"" when he pleaded for scenes with Anthony Hopkins.",https://www.bbc.com/news/articles/cwy5n7rpwz8o
2024-08-18,BBC,news,How Alain Delon's family was torn apart in tragic finale,Old feuds and past rivalries re-emerged in public as ailing cinematic great's children fought for his legacy.,https://www.bbc.com/news/world-europe-67991657
2024-08-18,BBC,news,Film nerd mates create comedy love letter to valleys,Animated series The Golden Cobra is written by three friends and set in a small Welsh valleys town.,https://www.bbc.com/news/articles/cd193nw8q91o
2024-08-17,BBC,news,City map of Outlaws filming locations launched,"Actor Stephen Merchant says it is important the whole of Bristol ""feels part of the Outlaws story"".",https://www.bbc.com/news/articles/cpw87525l18o
2024-08-17,BBC,news,'I was terrified' - Saoirse Ronan learns lambing for The Outrun,"Based on Amy Liptrot s award winning memoir, the film is about a young woman returning to Orkney to deal with her past.",https://www.bbc.com/news/articles/c2dge1ek65jo
2024-08-17,BBC,news,Indiana Jones's Temple of Doom hat sells for $630k,Harrison Ford is seen wearing the fedora while leaping from a plane in the 1984 film.,https://www.bbc.com/news/articles/cj4x542vlrwo
2024-08-16,BBC,news,"Molly-Mae, Tommy Fury and the 'brutal' Love Island bubble","When all your relationship firsts are broadcast to millions, are you doomed to fail before you start?",https://www.bbc.com/news/articles/cg4y12ywdlxo
2024-08-16,BBC,news,Could K-pop trained British band be the new One Direction?,New BBC show sees British boy band hopefuls Dear Alice put through rigorous K-pop training in Seoul.,https://www.bbc.com/news/articles/cx72dzqgne8o
2024-09-10,BBC,news,Beyonc  explains why she stopped making videos,"The singer created some of pop's most memorable music videos, then suddenly stopped.",https://www.bbc.com/news/articles/cjw3jlpxez7o
2024-09-10,BBC,news,Grand Theft Audio? The tricky business of music and gaming,How much is a song worth? That's the question after Rockstar Games butts heads with an 80s pop star.,https://www.bbc.com/news/articles/cjrdwzgq30go
2024-09-10,BBC,news,"Camila Cabello, Shawn Mendes revealed for Radio 1's Live Lounge","Fontaines D.C., Tom Grennan and Little Mix stars JADE and Perrie will also be performing during the month.",https://www.bbc.com/news/articles/c70324152j9o
2024-09-10,BBC,news,Kendrick and Lil Wayne - the real Super Bowl showdown,"Kendrick Lamar will be the headline act, but some want New Orleans native Lil Wayne to be involved.",https://www.bbc.com/news/articles/c9qg8v841n0o
2024-09-10,BBC,news,Late Linkin Park frontman's son criticises reunion,"Jaime Bennington says his father's contribution to the rock group is ""being erased in real time"".",https://www.bbc.com/news/articles/c23ljk89rzpo
2024-09-09,BBC,news,Beyonc  locked out of Country Music Awards,The star's country album is snubbed as the ceremony reveals its latest round of nominees.,https://www.bbc.com/news/articles/cx2y84gpgp0o
2024-09-09,BBC,news,Linkin Park's new singer: The controversy explained,Emily Armstrong was accused of supporting convicted rapist Danny Masterson. What's the real story?,https://www.bbc.com/news/articles/credy50z4j1o
2024-09-08,BBC,news,T. Rex and Blue Mink bass guitarist Herbie Flowers dies aged 86,"The acclaimed guitarist worked with David Bowie, Paul McCartney and Sir Elton John.",https://www.bbc.com/news/articles/cdjw41pp7vmo
2024-09-08,BBC,news,"Will Jennings, co-writer of Titanic's My Heart Will Go On, dies - reports","The acclaimed songwriter worked with Whitney Houston, Mariah Carey and B.B. King during his career.",https://www.bbc.com/news/articles/cyvpz8309mgo
2024-09-08,BBC,news,Manx music session released to encourage players,"The recording, which features 28 traditional Manx tunes, has been made available by Culture Vannin.",https://www.bbc.com/news/articles/cq6rd921773o
2024-09-08,BBC,news,Musician captures calming woodland sounds in song,Paul Walker says walking in Wendover Woods has inspired him to create ambient instrumental music.,https://www.bbc.com/news/articles/cp3d6509qlzo
2024-09-07,BBC,news,Composer debuts orchestral concert with 50 musicians,Nick Newton has no prior education in music and first dreamt of doing such a concert 25 years ago.,https://www.bbc.com/news/articles/cpw89xd2pd5o
2024-09-06,BBC,news,Selena Gomez joins billionaire celebrity rich list,The celebrity joins the billionaire ranks thanks to her Rare Beauty make-up business.,https://www.bbc.com/news/articles/cx2l7v200d1o
2024-09-06,BBC,news,Four-day folk festival returns to town,Bromyard Folk Festival has been running since 1968 and has seen thousands attend the event.,https://www.bbc.com/news/articles/clyw5le8wl8o
2024-09-06,BBC,news,"Oasis are Definitely, Maybe back at number one","The band return to the top of the album charts, despite anger over the ticket sale for their tour.",https://www.bbc.com/news/articles/cz9w7878z5jo
2024-09-06,BBC,news,"'Where we're from, it just doesn't happen'",Members of Leeds' music scene say they hope English Teacher's Mercury win will inspire other bands.,https://www.bbc.com/news/articles/crmwr9xm949o
